380	0.001368	0.000039	0.006450	0.174110	0.004960
385	0.002236	0.000064	0.010550	0.174010	0.004980
390	0.004243	0.000120	0.020050	0.173800	0.004920
395	0.007650	0.000217	0.036210	0.173560	0.004920
400	0.014310	0.000396	0.067850	0.173340	0.004800
405	0.023190	0.000640	0.110200	0.173020	0.004780
410	0.043510	0.001210	0.207400	0.172580	0.004800
415	0.077630	0.002180	0.371300	0.172090	0.004830
420	0.134380	0.004000	0.645600	0.171410	0.005100
425	0.214770	0.007300	1.039050	0.170300	0.005790
430	0.283900	0.011600	1.385600	0.168880	0.006900
435	0.328500	0.016840	1.622960	0.166900	0.008560
440	0.348280	0.023000	1.747060	0.164410	0.010860
445	0.348060	0.029800	1.782600	0.161100	0.013790
450	0.336200	0.038000	1.772110	0.156640	0.017700
455	0.318700	0.048000	1.744100	0.150990	0.022740
460	0.290800	0.060000	1.669200	0.143960	0.029700
465	0.251100	0.073900	1.528100	0.135500	0.039880
470	0.195360	0.090980	1.287640	0.124120	0.057800
475	0.142100	0.112600	1.041900	0.109590	0.086840
480	0.095640	0.139020	0.812950	0.091290	0.132700
485	0.057950	0.169300	0.616200	0.068710	0.200720
490	0.032010	0.208020	0.465180	0.045390	0.294980
495	0.014700	0.258600	0.353300	0.023460	0.412700
500	0.004900	0.323000	0.272000	0.008170	0.538420
505	0.002400	0.407300	0.212300	0.003860	0.654820
510	0.009300	0.503000	0.158200	0.013870	0.750190
515	0.029100	0.608200	0.111700	0.038850	0.812020
520	0.063270	0.710000	0.078250	0.074300	0.833800
525	0.109600	0.793200	0.057250	0.114160	0.826210
530	0.165500	0.862000	0.042160	0.154720	0.805860
535	0.225750	0.914850	0.029840	0.192880	0.781630
540	0.290400	0.954000	0.020300	0.229620	0.754330
545	0.359700	0.980300	0.013400	0.265780	0.724320
550	0.433450	0.994950	0.008750	0.301600	0.692310
555	0.512050	1.000000	0.005750	0.337360	0.658850
560	0.594500	0.995000	0.003900	0.373100	0.624450
565	0.678400	0.978600	0.002750	0.408740	0.589610
570	0.762100	0.952000	0.002100	0.444060	0.554710
575	0.842500	0.915400	0.001800	0.478770	0.520200
580	0.916300	0.870000	0.001650	0.512490	0.486590
585	0.978600	0.816300	0.001400	0.544790	0.454430
590	1.026300	0.757000	0.001100	0.575150	0.424230
595	1.056700	0.694900	0.001000	0.602930	0.396500
600	1.062200	0.631000	0.000800	0.627040	0.372490
605	1.045600	0.566800	0.000600	0.648230	0.351390
610	1.002600	0.503000	0.000340	0.665760	0.334010
615	0.938400	0.441200	0.000240	0.680080	0.319750
620	0.854450	0.381000	0.000190	0.691500	0.308340
625	0.751400	0.321000	0.000100	0.700610	0.299300
630	0.642400	0.265000	0.000050	0.707920	0.292030
635	0.541900	0.217000	0.000030	0.714030	0.285930
640	0.447900	0.175000	0.000020	0.719030	0.280930
645	0.360800	0.138200	0.000010	0.723030	0.276950
650	0.283500	0.107000	0.000000	0.725990	0.274010
655	0.218700	0.081600	0.000000	0.728270	0.271730
660	0.164900	0.061000	0.000000	0.729970	0.270030
665	0.121200	0.044580	0.000000	0.731090	0.268910
670	0.087400	0.032000	0.000000	0.731990	0.268010
675	0.063600	0.023200	0.000000	0.732720	0.267280
680	0.046770	0.017000	0.000000	0.733420	0.266580
685	0.032900	0.011920	0.000000	0.734050	0.265950
690	0.022700	0.008210	0.000000	0.734390	0.265610
695	0.015840	0.005723	0.000000	0.734590	0.265410
700	0.011359	0.004102	0.000000	0.734690	0.265310
705	0.008111	0.002929	0.000000	0.734690	0.265310
710	0.005790	0.002091	0.000000	0.734690	0.265310
715	0.004109	0.001484	0.000000	0.734690	0.265310
720	0.002899	0.001047	0.000000	0.734690	0.265310
725	0.002049	0.000740	0.000000	0.734690	0.265310
730	0.001440	0.000520	0.000000	0.734690	0.265310
735	0.001000	0.000361	0.000000	0.734690	0.265310
740	0.000690	0.000249	0.000000	0.734690	0.265310
745	0.000476	0.000172	0.000000	0.734690	0.265310
750	0.000332	0.000120	0.000000	0.734690	0.265310
755	0.000235	0.000085	0.000000	0.734690	0.265310
760	0.000166	0.000060	0.000000	0.734690	0.265310
765	0.000117	0.000042	0.000000	0.734690	0.265310
770	0.000083	0.000030	0.000000	0.734690	0.265310
775	0.000059	0.000021	0.000000	0.734690	0.265310
780	0.000042	0.000015	0.000000	0.734690	0.265310
